thr,cc,mean_dice,mean_lesion_f1,pooled_small_recall_0_1ml,recall_passes_filter,n_cases
0.3,0,0.16688257520167607,0.011544110481318324,0.17632241813602015,True,194
0.3,5,0.1672313837512572,0.024237906575617123,0.16120906801007556,True,194
0.3,10,0.16748169883128475,0.0332702269009445,0.15365239294710328,True,194
0.3,20,0.1679145564286472,0.04869279731456361,0.14609571788413098,True,194
0.3,50,0.16871099916461246,0.08718254364244053,0.1309823677581864,True,194
0.4,0,0.17883664567383226,0.01381891687786733,0.14609571788413098,True,194
0.4,5,0.17921705274102465,0.03215405705947053,0.13602015113350127,True,194
0.4,10,0.17948256048163244,0.04345956804917728,0.12846347607052896,True,194
0.4,20,0.1798712409489678,0.05749675863274287,0.11838790931989925,False,194
0.4,50,0.18078664082383036,0.09896290223957613,0.11335012594458438,False,194
0.5,0,0.1886235174510724,0.017335042713730403,0.1309823677581864,True,194
0.5,5,0.18904130018921486,0.0384304750228052,0.12090680100755667,False,194
0.5,10,0.18930732857393154,0.050248037984922216,0.11838790931989925,False,194
0.5,20,0.18976989013333584,0.0696920383612995,0.11083123425692695,False,194
0.5,50,0.1906701921195125,0.11225805157773856,0.10075566750629723,False,194
0.6,0,0.19677913173938497,0.021332299094580384,0.11335012594458438,False,194
0.6,5,0.1973035181710025,0.04635408899501392,0.10075566750629723,False,194
0.6,10,0.1976286083368308,0.06105441614276662,0.10075566750629723,False,194
0.6,20,0.19814721999401813,0.08607176619789882,0.08816120906801007,False,194
0.6,50,0.19912577651008365,0.1242788262539283,0.08816120906801007,False,194
