metric,tta,no_tta,delta,t
dice,0.6605409144577581,0.6463943372998435,-0.014146577157914687,-2.732847381430633
abs_volume_diff_ml,6.5153293094826905,7.371315841415944,0.8559865319332527,3.455988476455082
abs_lesion_count_diff,1.1565836298932384,1.2740213523131672,0.11743772241992882,2.0230882101481065
lesion_f1,0.6601136583265865,0.6395723420821754,-0.02054131624441112,-2.5612510762797407
pr_auc_flatten_if_empty,0.7768186045541948,0.7577184347383816,-0.019100169815813237,-4.014725863189887
